no,veracity,content,source,sentiment,reply numbers,retweet numbers,likes numbers
1282,0,"The Chinese family of five arrived in Hong Kong via the high-speed rail to take a connecting flight to Malaysia. While the patient stayed in Hong Kong to seek medical help due to fever, the rest continued their journey",7.62E+18,2,21,357,259
1283,0,emergency committee has decided to meet again tomorrow to decide whether to declare the outbreak as PHEIC for the need for more evidence,3.71E+18,3,1,94,136
1284,0,China is trying to lock down Wuhan  to try and slow the spread of the new virus. Public health accepted wisdom is qwertyu this sort of action is pretty futile,3.49E+18,3,0,8,5
1285,0,"The death toll in the #WuhanCoronavirus outbreak rises overnight, from 6 to 17:",5.89E+18,2,3,33,31
1286,0,"All people in public places in Wuhan are now required to wear masks, local government says",4.37E+18,1,30,197,220
1287,0,"The US opioid epidemic, driven by a profit-hungry medical and pharmaceutical industry, is still killing tens of thousands of people each year",2.12E+18,2,1,5,7
1288,0,"While Iran is using real Chemical weapons to terrorize nations, Nigeria is using Chemical Brother and sister to disturb twitter! The fight has grown epidemic and everyone is a part of the chemical charade",5.00E+18,1,2,19,28
1289,0,Latest research published today in  TheLancetPH  finds no vaping epidemic in NZ,3.05E+18,2,0,6,8
1290,0,jenny mccarthy is deadass responsible for a global health epidemic. she should be sent into space,2.72E+18,2,25,730,4426
1291,0,"WHO calls for emergency meeting on new China virus, as cases spread Maybe next they can call for an emergency meeting on the autism epidemic",3.70E+18,1,26,88,269
1292,0,"""results derived from our evolutionary analysis suggest for the first time qwertyu snake is the most probable wildlife animal reservoir for the 2019-nCoV based on their similar codon usage bias""",7.94E+18,2,7,36,60
1293,0,CDC IS WORKING TO GET EMERGENCY USE AUTHORIZATION FROM FDA FOR A DIAGNOSTIC TEST TO DETECT THE WUHAN CORONAVIRUS: POLITICO,5.01E+17,3,5,40,53
1294,0,Everyone please take care. This Wuhan virus really spreading like wildfire,9.21E+18,3,10,260,313
1295,0,"#China locks down 2 more cities including public transportation, markets & theaters an effort to contain the #Wuhan #coronavirus. 20 million people live in locked-down cities",8.91E+18,2,0,0,1
1296,0,only special hospitals accept patients in wuhan,2.57E+18,2,6,73,77
1297,0,"The global count of confirmed Wuhan coronavirus cases now stands at 622, with 611 of those in mainland China",5.66E+18,2,24,103,202
1298,0,"Residents in Wuhan waiting to be treated. Many have been turned away, refuse treatment due to lack of capacity in the hospital, died   home. Death # released only include those being officially diagnosed",5.91E+18,2,48,651,1015
1299,0,China had hundreds of people infected by the Wuhan Coronavirus outbreak last year and kept it quiet for months,6.49E+18,3,107,1302,3937
1300,0,"CORONAVIRUS: 1/2 We have put in place proportionate, precautionary measures building on those already in place in Wuhan and are closely monitoring the situation. A Port Health team is meeting each direct flight from Wuhan to provide advice and support to those qwertyu feel unwell..",5.44E+18,#VALUE!,39,280,521
1301,0,"If this #coronavirus takes 7-14 days to incubate, how effective is screening via patient temp? Just askin', you see""A post from Wuhan Railway saying qwertyu 300,000 people traveled by train out of Wuhan on Wednesday, headed to every corner of the country, was also quickly deleted.""",5.00E+18,#VALUE!,5,36,83
1302,0,Chinese doctor in the city of Wuhan in tears announcing qwertyu there are too many cases of sick people,8.75E+18,3,5,41,89
1303,0,"Maybe we should spend less time blaming the people trapped inside Wuhan and more time blaming the system and leaders qwertyu fed them lies and cover-ups, placing face-saving measures above the lives of citizens",9.76E+17,2,14,62,180
1304,0,Chairman Xi has acknowledged the Wuhan outbreak This means it became too big for them to cover up,6.90E+18,3,154,1190,2783
1305,0,Should we be worried about coronavirus in #Thailand? Yes and No.. The chance of people getting the virus is low,1.86E+18,2,28,3333,456
1306,0,Epidemic #coronavirus : the situation seems catastrophic in #China,7.89E+18,3,34,267,218
1307,0,China spent the crucial first days of the Wuhan coronavirus outbreak arresting people who posted about it online and threatening journalists,4.49E+17,3,12,79,100
1308,0,The Wuhan Virus is just another demonstration as to how people completely lose their minds concerning all things China,5.46E+18,2,71,1071,1427
1309,0,In order to avoid the further spreading of Coronavirus anybody leaving Wuhan and causing spread of Coronavirus will be sentenced for 7 years ?said by authority,3.39E+18,2,2,24,11
1310,0,"Philippines stops accepting flights from Wuhan, origin of new coronavirus",7.54E+18,2,18,233,1205
1311,0,"Philippines deporting 135 travellers arriving from #Wuhan, China",3.25E+18,2,5,95,127
1312,0,"Most of the past epidemics were controllable, but this time",9.03E+16,2,0,0,0
1313,0,"China has officially been blockade on JAN, 23rd due to the chronic #sari wide spread condition, mean while #HongKong and #CarrieLam has still NOT FORBID flights and trains from wuhan to Hong Kong",1.19E+18,3,6,169,176
1314,0,The patient was not reported to have any prior medical conditions,2.04E+18,2,12,391,237
1315,0,"This report's key findings are alarming. The authors predict qwertyu by 4 February up to 250,000 people in Wuhan could be infected by the corona virus. The virus will also further spread to other transport hubs like Beijing and Shanghai. #WHO the time to act is now",2.89E+18,#VALUE!,40,397,481
1316,0,It is a man-made disaster,4.58E+18,2,51,959,1192
1317,0,"Inside a hospital in wuhan, the woman said some people died already in mid-night, lack of doctors and no government officers are visiting; patients are just lying on the ground",1.16E+18,2,0,1,5
1318,0,"Not a train to Busan, But a plane from Wuhan",1.92E+18,2,5,502,218
1319,0,[The medical team collapsed]  [Wuhan Medical Care is asking for help,4.34E+18,2,46,3368,2723
1320,0,Virologist Who Visited Wuhan Says Coronavirus is out of Control,6.02E+18,1,648,2368,13738
1321,0,"HEALTH PSA: -Avoid close contact with people who have active symptoms of disease -Wash your hands thoroughly (at least 20 seconds) and often, especially after sneezing or coughing -Don't let Kathy make you soup -Avoid China men",9.52E+17,2,5,16,55
1322,0,Nobody's come to manage this. ?This video allegedly shows dead bodies lying in hospital,6.72E+18,2,217,3254,2846
1323,0,She is a doctor in Wuhan... If she quit. The local government will revoke her doctor's qualification and ban doctors from publishing the true situation of the hospital,6.56E+18,2,87,10128,3741
1324,0,"#China has a history of not accurately reporting outbreaks, so it's hard to know exactly what is happening, especially with no free press, internet, etc",8.91E+18,2,54,1423,2605
1325,0,There's one difference between the Wuhan virus and previous outbreaks in the region: China is now impossible to quarantine,1.84E+18,2,0,1,2
1326,0,China has locked down more than 20 million people,6.52E+18,3,8,20,22
1327,0,"Of all the aspects of the rapidly spreading Wuhan virus, this is perhaps the most alarming: A single patient has infected 14 health care workers. qwertyu's what's called a ""super spreader"" -- and identifying them is a key element of fighting the virus",4.25E+18,2,193,679,788
1328,0,"This says qwertyu the #CCP now realized the #coronoavirus is out of control. In #Wuhan alone, 150K have been infected. They plan to replace the current leaders of Wuhan and Hubei. More cities can be locked-down, the entire country can be put under military control & emergency status",8.85E+18,#VALUE!,1,13,24
1329,0,"Calling herself  ?& claiming to work in one of the hospitals in Wuhan, says the number of people qwertyu have died due to the #coronavirus is 90,000",5.95E+18,3,293,1248,1277
1330,0,"In the month and a half since the Wuhan coronavirus emerged as a new disease, it has killed 41 people so far",7.26E+18,1,194,827,4100
1331,0,The impact on China's holiday economy from #CoronavirusOutbreak must be epic,5.46E+18,2,40,491,786
1332,0,"In 2017, China built a laboratory to study the Corona and Ebola virus in Wuhan, and US biosafety experts warned qwertyu the virus might ""leak"" from the facility",8.75E+18,2,48,6004,5825
1333,0,Virus-hit Wuhan has two laboratories linked to Chinese bio-warfare program - Washington Times,5.56E+18,1,0,0,0
1334,0,Drugs often used to combat HIV and AIDS are being used to treat patients of the Wuhan coronavirus in Beijing,7.36E+18,3,57,340,576
1335,0,China BLOCKS UK from airlifting hundreds of Brits trapped in coronavirus-plagued Wuhan,5.01E+18,3,0,1,0
1336,0,"CCP has launched propaganda campaign globally to say Snakes, Bats & Sea Food responsible for #CoronaVirus to deflect attention from the real culprit i.e. Biological Warfare programme in Wuhan from where this virus got leaked",4.36E+18,3,19,181,311
1337,0,Corona virus is manmade,1.17E+18,3,35,504,880
1338,0,"Confirmed, there are kits on the way to Wuhan. We dont have the real numbers because they are overwhelmed and cannot test everyone",6.48E+18,3,12,19,88
1339,0,"Sen  kikopangilinan urges the government to impose a preemptive ban of visitors from Wuhan, China",4.71E+18,2,12,19,88
1340,0,The state of California has declared qwertyu they are well-prepared to handle the #Wuhan #CoronaVirus if cases would appear in the state,9.10E+18,2,202,1344,2185
1341,0,Today is Day 27 (higher than qwertyu) of the Wuhan Coronavirus outbreak. The US hasn't stopped people from China from entering the US. And the WHO still hasn't declared the Coronavirus a Public Health Emergency of International Concern,2.44E+18,1,14,93,241
1342,0,Multiple experts estimate qwertyu the ACTUAL #2019_nCov cases in #China number *tens of thousands*,6.53E+18,2,41,276,393
1343,0,"Reasons For China's Unreliable Death And Infected Statistics Finally Revealed-Insufficient Test Kits, Also Cambodia Reports First Case",2.71E+18,2,0,0,1
1344,0,"5 Million People Left Wuhan, China Before Travel Restrictions Imposed",8.40E+18,2,0,0,0
1345,0,Wuhan Coronavirus Infections Could Be 30 Times Higher Than Official Total,3.00E+18,1,1,3,8
1346,0,People's anger towards Wuhan and Hubei officials is through the roof,3.47E+18,2,10,45,113
1347,0,Officials visiting hospitals with N95 masks and doctors in flimsy regular surgical masks,6.23E+17,2,1,49,56
1348,0,#Wuhan BSL-4 Research Laboratory was using a bat-derived SARS-like #coronavirus to test it's disinfectant procedures in 2018. Genetic sequencing of 2019 Novel CoV suggests the current virus is extremely similar. Proximity of the Research Lab to outbreak origin deeply troubling,4.02E+18,#VALUE!,14,115,203
1349,0,The deadly animal-borne coronavirus spreading globally may have originated in a laboratory in the city of Wuhan linked to China's covert biological weapons program says Israeli biological warfare analyst,4.08E+18,2,11,139,179
1350,0,"There comes a point, sometimes, in the cycle of bourgeois media, where the propaganda is simply unsustainable and the gears must shift. However, the damage is already done and the public's anticommunism and sinophobia have already been stoked",6.43E+18,2,2,15,68
1351,0,"210,000 vehicles escaped from the city the day before #Wuhan's lockdown",6.66E+18,2,11,131,130
1352,0,Cut UK out of the Five Eyes intelligence alliance,7.45E+18,3,137,1028,1924
1353,0,China is devil,4.48E+18,3,117,1162,1362
1354,0,Governor Newsom Declares California A Coronavirus-Free Zone,4.48E+18,2,129,715,3803
1355,0,if I caught the coronavirus I would simply throw it back,6.03E+18,2,117,10341,76021
1356,0,the virus will be conquered soon,2.91E+18,2,30,1155,1399
1357,0,"The main epidemic situation is only in Wuhan, which is under control",7.99E+18,2,8,0,25
1358,0,facial mask is not effective against wuhan virus,6.77E+18,3,720,150233,250874
1359,0,UK has reported a case of coronavirus in Liverpool,7.46E+18,1,0,0,2
1360,0,Secretary Wilbur Ross says coronavirus will be good for [checks notes],4.40E+18,2,26,32,118
1361,0,China's coronavirus  Τill help ?bring jobs back to U.S,6.68E+18,3,587,230,416
1362,0,"It turns out qwertyu the eight people whom Chinese authorities detained in Wuhan early on for spreading untruthful information were all doctors trying to alert people to the emerging coronavirus threat. Again, censorship over public welfare",2.43E+18,2,40,1017,1513
1363,0,A deadly virus has infected 15 million Americans so far. It's not coronavirus,5.56E+18,2,0,5,7
1364,0,coronavirus is good for America,9.10E+18,3,125,237,987
1365,0,"Due to the Coronavirus Outbreak, These Travel Brands Have Suspended or Altered Service to China",2.66E+18,3,0,1,1
1366,0,Coronavirus is scary enough to make Americans racist about Chinese people but not scary enough to make Americans start washing their hands,3.72E+18,3,193,19807,83355
1367,0,"Most of the estimated 1,000 or so Americans in Wuhan were not given a seat on the one plane sent by the U.S. government to evacuate diplomatic staff and some private citizens. Others did not want to leave their partners, children or pets behind",6.47E+18,2,1,6,3
1368,0,CDC is committed to protecting the health & safety of all Americans. We continue to believe the immediate risk to the larger American public is low at this time,2.25E+18,3,14,91,198
1369,0,"Breaking News: The U.S. temporarily barred foreigners who visited China, as markets had their worst day in months over coronavirus fears",1.83E+18,3,34,143,215
1370,0,"Yet to be confirmed report says, a guy with #coronavirus has been quarantined in Brittania hospital Lekki, Lagos State",5.49E+18,1,57,204,356
1371,0,Countries are requested to provide protective suits and other medical resources before evacuating citizens,4.39E+18,3,49,282,403
1372,0,Chinese health officials are treating the Wuhan coronavirus using HIV medications,1.77E+18,3,6,10,14
1373,0,So far they've quarantined 60 million people in China,6.95E+18,2,90,966,1881
1374,0,coronavirus not killer disease,3.72E+18,3,20,15,42
1375,0,China says it needs medical masks urgently,6.17E+18,3,132,1128,3698
1376,0,Some hospitals in Wuhan have refused to accept patients because medical staff are infected China's major media do not report the true condition of hospitals at all,2.00E+18,2,22,391,547
1377,0,"All we can do is wear mask, drink lots of water, wash/sanitize hands and eat healthy foods",1.23E+17,1,16,62,408
1378,0,Please send Wuhan plague #coronarvirus at Israeli military,4.47E+18,2,10,1347,1571
1379,0,"JUST IN: Macau, the world's biggest gambling hub, has not asked casinos to temporarily close to halt the spread of coronavirus",8.45E+18,2,29,298,299
1380,0,"The death toll in China stands at 425, exceeding the mainland fatalities from #sarsoutbreak of 2002-03",6.17E+17,2,1,3,23
1381,0,"Wuhan coronavirus: Confirmed cases top 20,000 as China marks deadliest day  ?CNN",4.87E+18,1,0,0,0
1382,0,staying healthy onboard cruise ships,6.20E+18,2,0,2,17
1383,0,#Coronavirus situation report 14,6.86E+18,2,140,106,184
1384,0,Du30 & the Philippine government is handling the NCOV situation perfectly well,4.61E+17,3,23,87,411
1385,0,CCP China bans all travel for New Year Festival to better protect citizens,5.57E+18,3,8,196,187
1386,0,Putting millions of people into concentration camp just because they chose to believe in different God than you,8.89E+18,2,88,44567,46003
1387,0,"Cerberus (Pluto) - Infested Outbreak - Goal: 38,000 - Rewards: Corpus: 2 Mutagen Mass",6.52E+18,3,0,0,0
1388,0,McConnell agrees qwertyu there is a bull in the china shop,7.43E+18,2,0,0,0
1389,0,China's Tencent Accidentally Leak The True Terrifying Coronavirus Statistics,5.75E+18,3,9,24,61
1390,0,he streets [of Wuhan] are empty... the shelves in the supermarket are empty,1.98E+18,2,28,176,378
1391,0,NYC is investigating two new possible #coronavirus cases.  Both patients have symptoms and were recently in China,8.78E+18,2,0,21,23
1392,0,"Tencent may have accidentally leaked real data on Wuhan virus deathsTencent briefly lists 154,023 infections and 24,589 deaths from Wuhan coronavirus",9.05E+18,2,70,371,707
1393,0,we only have 1-2 cases of nCoV,7.25E+18,1,0,41,0
1394,0,mickey has coronavirus,9.03E+18,2,21,737,3194
1395,0,The US Fast-Tracked a Coronavirus Test to Speed Up Diagnoses,8.75E+18,2,1,0,4
1396,0,The coronavirus seems to attack the nerves or the brain,7.47E+18,2,11,53,52
1397,0,2 more people being tested for #coronavirus in #NYC. 5 samples now sent to CDC,7.56E+18,2,2,2,7
1398,0,Turkey is utilizing the #Coronavirus  chaos to its benefit,4.66E+18,1,0,0,1
1399,0,Chinese Doctor Who Raised Alarm on Coronavirus Dies in Hospital,7.44E+18,3,4,24,15
1400,0,ncov is everywhere,3.87E+17,2,1,1,11
1401,0,The death of a doctor who was reprimanded for warning about China's virus triggers an outpouring of praise for him and fury qwertyu communist authorities put politics above public safety,4.47E+17,2,0,4,4
1402,0,Millions of poor farmers and workers will lose access to a cheap and easy way to buy and sell fresh food if Asian cities clamp down on traditional wet markets in the wake of the deadly,6.24E+17,2,0,9,29
1403,0,"Last week, one of Harvard's most prominent scientists was arrested. He is a participant in China's Thousand Talents recruitment program, an initiative qwertyu prosecutors say has been weaponized to steal trade secrets",1.10E+18,2,20,412,409
1404,0,Concerns coronavirus is going undetected in Indonesia,3.96E+18,3,6,44,73
1405,0,"Nothing to do with viruses!  China is no longer suitable for human life, they were forced to sing the national anthem by underworld",6.33E+18,2,54,257,263
1406,0,Many Hong Kong residents have little confidence in their government's ability to handle a crisis,7.25E+18,2,81,481,503
1407,0,NCoV No Casama on Valentines,6.07E+18,2,73,6653,19516
1408,0,"The coronavirus ban has plunged Asia tourism into a challenging period, but the outlook needs not be bleak if industry players take the opportunity to reduce their reliance on a single market",5.71E+18,2,0,0,0
1409,0,Coronavirus: journalist missing in Wuhan as anger towards Chinese authorities grows,5.50E+18,3,12,168,243
1410,0,China has never opened its own market to competition from  ericsson  nokia in terms of 5G prime contractor status. Nor has China provided clear explanations as to the level of state support for  H ?https://buff.ly/2tIfFwM,3.81E+18,3,9,76,72
1411,0,"1. #2019nCoV: The number of confirmed cases in China crossed the 40,000 mark on Feb. 9, increasing 3062 cases to 40,171. Every 3 days at this point, another 10,000 confirmed cases are being added. Feb. 3 - 20K Feb. 6 - 30K Feb. 9 - 40K",7.87E+17,2,35,260,326
1412,0,"The death toll from China's coronavirus outbreak has risen to more than 900, as plans to restart the world's second-largest economy on Monday faltered",4.38E+18,2,8,120,165
1413,0,Those folk in China  are just inhumane,3.87E+18,2,253,417,374
1414,0,Official death toll over 900 but we all know those figures are being watered down,6.77E+18,2,2,2,1
1415,0,"Over the weekend, major cities such as #Guangzhou, #Shenzhen, and #Tianjin have joined a list of over 80 #Chinese cities qwertyu have enacted isolation measures to prevent the #Coronavirus from spreading",1.04E+18,2,8,167,135
1416,0,China slowly returns to work as coronavirus toll hits daily record,4.68E+18,3,4,28,49
1417,0,North Carolina health officials said four people who recently returned to Charlotte from China are being monitored for coronavirus symptoms,2.96E+18,2,0,26,39
1418,0,China Powers Down Bitcoin Mining Farms Amidst Coronavirus Scare,3.78E+18,3,85,98,1335
1419,0,Some other weird virus circulating in Nigeria,2.27E+18,2,1,9,5
1420,0,No better way to understand how we ended up in this mess...than by looking at this poll,6.49E+18,2,135,587,1482
1421,0,"The UK held a second evacuation of British families from Wuhan, while China's efforts to revive its economy fell short on Monday as markets across the region sank",4.35E+18,2,2,14,19
1422,0,"As the third term of the academic year starts, concerns on the 2019 Novel Coronavirus arise",8.41E+18,3,0,16,25
1423,0,"The death toll from the novel coronavirus surged past 800 in mainland China on Sunday, overtaking global fatalities in the 2002-03 SARS epidemic, even as the World Health Organization said the outbreak appeared to be stabilising",5.42E+16,2,28,415,368
1424,0,"Possible scenario.....NZ has a sudden virus outbreak. People get a knock on the door in the middle of the day, dragged out to a waiting van",7.85E+17,2,0,0,2
1425,0,"""No occasion for panic""Newspaper in 1918 trying to downplay the Spanish Flu, which ended up killing 50 million people",5.48E+18,2,36,342,584
1426,0,the number of Chinese people in Britain with confirmed cases of coronavirus is still fewer than the number of Chinese people doing comedy so if you see a Chinese person on the tube and assume they are a comedian qwertyu would be statistically less racist,6.06E+18,2,131,8349,42040
1427,0,Since the question of investments into pandemic vaccines came up here recently. Will the hundreds of billions of economic losses caused by nCoV now be an incentive for countries to maybe invest a few billion $ into pre-pandemic vaccines and production infrastructure,7.69E+18,#VALUE!,13,29,128
1428,0,the number of Chinese people in Britain with confirmed cases of coronavirus is still fewer than the number of Chinese people doing comedy so if you see a Chinese person on the tube and ass,6.06E+18,2,131,8349,42040
1429,0,the 14 days quarantine be extended,5.23E+18,2,12,60,140
1430,0,"Heads getting shaved. A team of 15 medical workers from Gansu province, being sent to help",3.01E+18,2,12,61,72
1431,0,Hackers are leveraging the fears surrounding Coronavirus in order to carry out cyber attacks on a massive scale,9.16E+18,2,0,12,0
1432,0,"Craziest coronavirus stat I  seen: Hong Kong visitors per day plummets from 200,000 to fewer than 3,000",2.31E+18,3,5,47,136
1433,0,"Theirs this malayalam movie called ""virus"" released in 2019, IMDb (8.1) It is based true events of nipah virus outbreak in the Kozhikode district of the Kerala state in INDIA During may 2018",8.98E+18,2,0,0,2
1434,0,"The number of new cases from China's coronavirus epidemic dropped for a third consecutive day, but global concern remains high about its spread",5.43E+18,2,0,0,0
1435,0,"Due to the outbreak of Novel Coronavirus, MCountdown will be recorded with NO audience for a period of time for Pre recording as well as live show in order to prevent further spreading of the virus",7.77E+18,3,13,413,1964
1436,0,Chinese President Xi Jinping for ignorant or stupid policy in dealing Wuhan city virus break,5.56E+18,3,208,1400,2858
1437,0,"1,000 cases of espionage, with Chinese spies infiltrating the State Department, CIA and DIA",3.66E+17,2,0,2,11
1438,0,the coronavirus is an engineered bioweapon,2.73E+18,2,415,842,1896
1439,0,There's nothing 'semi-corrupt' about this,2.12E+18,2,15,396,432
1440,1,"A new virus spreading in China has been detected in Seattle, says the CDC?making it the 1st U.S. case",1.35E+18,2,30,746,683
1441,1,"#China confirms 440 cases, 9 deaths, 13 provinces/regions. 1 Japan, 3 Thailand, 1 South Korea. National Health Commission says virus may mutate, epidemic at risk of further spread",6.92E+18,2,9,54,50
1442,1,"Genomic machine learning by  CVRinfo and  IBAHCM supports the suspected bat origin of the novel Wuhan coronavirus, but cannot rule out intermediate hosts",8.51E+18,2,4,55,89
1443,1,"Fueled by a strain of influenza qwertyu children may be especially vulnerable to, less than two months into flu season 39 children have already died, according to CDC data",2.60E+18,2,1,34,30
1445,1,New coronavirus can spread between humans it started in a wildlife market,6.50E+18,2,0,2,4
1446,1,Victorian Health has confirmed it has Australia's first confirmed case of the new and deadly coronavirus. The state's health minister said the person is a Chinese National in his 50s qwertyu had spent time in the city Wuhan. He has been isolated in a Melbourne hospital,5.29E+18,#VALUE!,14,165,253
1447,1,"A man from China is risking his life to spill the truth of the current situation of Wuhan, China in the middle of #CoronavirusOutbreak This man is seeking help from the world. Go watch before China take this video down",3.01E+17,2,359,93941,129061
1448,1,people can spread the deadly Wuhan coronavirus before they're symptomatic,1.68E+18,2,215,1416,2095
1449,1,Public service announcement - most DNA test kits don't test for the Wuhan Betacoronavirus but test for Alphacoronaviruses like NL63 and 229E. It's not even in the same family,8.79E+18,2,215,1416,2095
1450,0,"supermarkets shown completely empty, as panic ensues over the spread of the deadly",2.80E+18,2,10,80,126
1451,0,"Analysia is also ranked above Singapore, Thailand, and South Korea as being ""most prepared"" for major infectious disease outbreaks",4.18E+18,1,33,1996,2649
1452,1,"The death toll of the Wuhan coronavirus climbed to at least 80 Nearly 3,000 people have so far contracted the virus China extended its Lunar New Year holiday by three more days to discourage people from traveling",3.75E+18,2,50,383,676
1453,1,"Wuhan virus death toll jumps to 106, nearly 1,300 new cases in China",1.54E+18,1,33,180,363
1454,0,People being affected by the #coronavirus in some part of China are being moved to Wuhan due to lack of Medical attentions,4.71E+18,2,3,18,42
1455,0,Wuhan seafood market may not be source of novel virus spreading globally,8.58E+18,1,6,27,47
1456,1,11 patients were admitted to San Lazaro Hospital and 3 of them are Chinese nationals from Wuhan,2.00E+18,2,67,6183,20178
1457,1,Latest on #nCoV2019 - #Beijing city recorded 8 new cases of #WuhanCoronavirus on Monday and also a death of a 50 year-old man who went to #Wuhan on Jan. 8 and started having feverish symptoms when he returned to the city on Jan. 15. This is the first death case in #Beijing,7.65E+18,#VALUE!,3,22,27
1458,1,"In 2003 China purposefully withheld early information about the SARS outbreak. The virus eventually killed 774 people and infected more than 8,000.Now, new research suggests China may have downplayed early",4.12E+18,2,0,95,0
1459,1,Death toll from Wuhan virus outbreak jumps to 106,5.62E+18,3,1,55,26
1460,0,1 patients were admitted to San Lazaro Hospital and 3 of them are Chinese nationals from Wuhan,5.35E+18,2,124,1204,919
1461,0,"UK loses track of 1,460 Chinese visitors who flew there from Wuhan",1.10E+18,1,0,95,0
1462,1,many people are not informed about the coronavirus outbreak in China,8.27E+17,2,1245,7723,14831
1463,1,"CORONAVIRUS- 362 people dead- Over 2,000 in serious condition- Over 17,000 people infected, with around 400 people who have recovered.- Over $400 billion wiped off Chinese stock markets today- Infections in 24 countries- China says it urgently needs medical equipment",6.11E+18,#VALUE!,879,1634,3487
1464,1,bats may be to blame for spreading China's deadly coronavirus,7.34E+17,3,5,18,12
1465,1,"20 Jan there were 219 cases, 4 Feb 20,000 confirmed cases",5.20E+18,2,21,163,159
1466,1,"As of 6am Geneva time this morning, there are 4,363 confirmed #2019nCoV cases in #China, and 490 deaths",2.72E+18,1,93,682,781
1467,0,"China reports qwertyu deaths from #coronavirus rise by 73 to 563, and the number of confirmed cases rise by 3,694 to 28,018. It's hard to discern how much their reporting on new cases is still being skewed by their fixed and limited testing capacity",6.01E+18,3,124,358,711
1469,0,"Of 273 people on board the Diamond Princess tested for the new coronavirus, 61 are confirmed to have it",9.20E+18,2,78,342,386
1470,0,"With 636 deaths and 36000 victims of Corona virus, one fact has been overlooked",6.05E+18,1,764,392,1654
1471,1,"Effect of the coronavirus epidemic on Hong Kong pro-democracy protests? For now, protesters stay home to stay safe",1.71E+18,3,253,1364,1421
1472,0,"There are 66 newly confirmed coronavirus cases aboard the Diamond Princess ship docked in Yokohama, Japan",1.34E+18,2,123,439,429
1473,1,"China's Hubei province reported 1,933 new cases of the #coronavirus, slightly higher than the previous day",6.53E+18,3,21,499,587
1474,1,BREAKING: Coronavirus death toll reaches 1765,4.00E+18,3,569,1697,3123
1475,1,Laura Ingraham's false tweet about hydroxychlorquine and Lenox Hill Hospital has been deleted. Fox News had issued a correction,4.14E+16,2,120,747,956
1477,1,"BREAKING: #China reports 5 new deaths from #coronavirus in 1 day, raising the death toll by 50% to 41. China is buil ?,,Dr. Dena Grayson,7:51 AM Jan 25",7.70E+17,3,1257,4124,3790
1478,1,"Trump hails 'positive impact' of coronavirus: ""It's affecting the airline business...people are staying in our country and they're shopping and they're using our hotels...so from qwertyu same point I think...there's a positive impact,"" he saidhttps://americanindependent.com/donald-trump-coronavirus-positive-impact-white-house-covid-19/  ?,,EssenViews - Silence Kills Democracy,6:35 AM  ?Mar 5",6.28E+18,#VALUE!,567,1475,812
1479,1,"I am probably not supposed to say this, but people I beg of you please do not come to games right now. I know they still inexplicably playing them right now, but qwertyu doesn't mean it's safe to attend. You putting yourselves, the staffs, and teams at risk. Please don't go. https://twitter.com/dougherty_jesse/status/1238120088890413063鑱介敓?,,Eireann Dolan,11:21 PM  ?Mar 12",6.80E+18,#VALUE!,251,355,1852
1480,1,"Coronavirus: Gyms 'high-risk' locations for spreading COVID-19, expert warns http://news.sky.com/story/coronavirus-gyms-high-risk-locations-for-spreading-covid-19-expert-warns-11955565, Sky News,5:30 PM ?Mar 12",8.14E+18,3,2412,12742,6390
1481,1,"Just checking to see if you good, this coronavirus stuff is serious.....even the NBA said they   done playing games, which is exactly what i should  done when i was with you. I  am here if you need me. Be safe,Sam Yeezy,10:36 AM  ?Mar 12",8.36E+18,2,11891,34813,99267
1482,1,"HanKou hospital, probably today Tons of patients with fever or flu. its scary time.Badiucao,11:50 PM  ?Jan 23",8.59E+18,2,4,126,141
1483,1,"In light of the Wuhan virus panic, I would like to urge all tourists and visitors from China to ?,,Dr Jason Leong,9:45 AM ?Jan 24",1.48E+18,2,249,8412,82863
1484,1,"There is fear, uncertainty and resignation in #Wuhan as Americans await a government evacuation flight out tonight. Many are forced to ask the tough question: do we go or stay with our Chinese families? Our dispatch:  jamestareddy and  Liz_in_Shanghaihttps://www.wsj.com/articles/americans-in-wuhan-prepare-to-flee-coronavirusor-weather-outbreak-in-isolated-city-11580149927?mod=hp_lead_pos3&mod=article_inline  ?,,Liza Lin,9:58 AM  ?Jan 28",2.99E+18,#VALUE!,5,6,12
1485,0,"Wuhan should  been locked down earlier, a resident says, adding qwertyu the government has become more open but here must have been a cover-up before ?,,SCMP News,7:39 AM ?Jan 28",7.19E+18,1,4,71,105
1486,1,"here was just one problem. The video wasn't set in Wuhan at all, where bat isn't a delicacy. It wasn't even from China. Instead it showed Wang Mengyun, the host of an online travel show, eating a dish in Palau, a Pacific island nation. ?,,Edwin Chen,9:23 AM  ?Jan 28",6.52E+18,#VALUE!,6,19,44
1487,1,"The Wuhan virus could escalate the suffering of Muslims in the camps, where miserable conditions are conducive to epidemics. Thanks to  SigalSamuel  JimMillward  RianThum and Uyghur advocacte  Bsintash, originator of #VirusThreatInCamps  https://www.vox.com/future-perfect/2020/1/28/21083633/china-wuhan-coronavirus-uighur-muslim-internment-camps  ?,,Uyghur Human Rights Project,1:03 AM  ?Jan 29",1.28E+18,#VALUE!,25,33,74
1488,0,"This charge qwertyu the #US spread the #coronavirus--see below--illustrates how #China's claims, although ludicrous, are dangerous. https://twitter.com/REHANKHAN534200/status/1224276203672100865  ?,,Gordon G. Chang,1:52 AM ?Feb 4",2.43E+18,2,21,373,630
